C0979237	oxytetracycline_125_mg_oral_capsule
C0979924	quinethazone_50_mg_oral_tablet
C0085139	kinesin
C0700535	doxepin_hydrochloride
C0980952	vancomycin
C3254967	pediasure_peptide
C0920844	C0920844
C0229984	anatomical_space_structure
C0710403	diphenhydramine
C0734051	C0734051
C1326474	C1326474
C1449159	mcp1_protein__human
C1628324	C1628324
C0804729	C0804729
C1640470	C1640470
C3214203	nitrogen___oxygen_inhalant_product
C0002092	allergen
C3255512	C3255512
C1524537	C1524537
C2963228	C2963228
C0982497	p_v_tussin_syrup__chlorpheniramine_maleate_2_mg___hydrocodone_bitartrate_2.5_mg___pseudoephedrine_hydrochloride_30_mg__per_5_ml_syrup
C0022739	ktw_syndrome
C1518268	neoplastic_neuroblast
C0927941	structure_of_jugular_fossa
C2739927	mexican_tea_pollen_extract
C0821076	C0821076
C0727007	C0727007
C4080945	prosource
C3645240	influenza_b_virus_vaccine__b_massachusetts_2_2012_like_virus_0.03_mg_ml
C1334774	minor_salivary_gland_squamous_cell_carcinoma
C1956346	coronary_artery_dis
C1181132	C1181132
C1518784	pdgf_signaling_pathway
C0011810	d_amphetamine_sulfate
C1953234	C1953234
C0788741	diltiazem
C2586911	heparin
C1184791	C1184791
C0689562	hydrochlorothiazide_methyldopa
C3254879	isentress_100_mg_chewable_tablet
C0925337	C0925337
C2748587	hypoglossia_with_situs_inversus
C0363568	C0363568
C1441672	observed
C1693238	diltzac_300_mg_24hr_extended_release_oral_capsule
C0769345	ich_3_protease
C0036508	seborrhea
C1334383	leiomyosarcoma_nci_grade_2
C0025241	melphalan
C4069636	C4069636
C3483968	C3483968
C0559306	endocrine_finding
C0011343	cementum
C1181584	C1181584
C3692484	diclofenac
C1883533	vinca_domain_binding_agent
C0224445	vastus_medialis
C1506219	mfs2_protein__human
C0503559	C0503559
C1252187	chloroxylenol_medicated_liquid_soap
C0977193	glyburide
C3700581	C3700581
C0937519	buspirone
C1621367	C1621367
C0795389	octreotide
C3665159	C3665159
C0041345	tubocurarine
C0002776	aa
C0009184	coccidioides_immitis
C0977098	gentamicin
C0030567	parkinson_s_disease
C1708964	cdrh_medical_device_problem_code_terminology
C0224547	structure_of_ethmoidomaxillary_suture_of_skull
C0019682	hiv
C2683557	novolin_r_300_unt_per_3_ml_innolet
C0040038	thromboembolus
C1184755	C1184755
C0018353	gtp
C3476767	C3476767
C0296250	slp_76_signal_transducing_adaptor_proteins
C3207341	acetaminophen_rectal_product
C0689565	methylene_blue_65_mg_oral_tablet
C0975346	cefdinir
C1367420	kaposiform_hemangioendothelioma
C3651411	C3651411
C1545675	C1545675
C1649573	premasol_6___injectable_solution
C0026649	movement
C0810062	C0810062
C3487991	poison_hemlock_flowering_top_extract
C1630423	naproxen
C2961091	C2961091
C1420017	sh2d1a_gene
C1708843	myc_wt_allele
C0731976	dalteparin
C4070557	C4070557
C0027758	s100_protein
C0038727	sulfatide
C3666128	C3666128
C3254971	promote
C0484595	C0484595
C1585862	ethinyl_estradiol_norethindrone
C1576507	temazepam
C0987457	magnesium_hydroxide_80_mg_ml
C2919994	brompheniramine_maleate_0.4_mg_ml
C0266463	lissencephaly
C3491162	alirocumab
C0804696	C0804696
C0855213	testicular_yolk_sac_tumour_stage_i
C1997624	hydrocodone_ibuprofen
C0518015	haemoglobin
C3219708	riboflavin_oral_product
C1245480	chlorpheniramine___pseudoephedrine_oral_tablet
C0700287	informing
C0205788	angiolymphoid_hyperplasia_with_eosinophilia
C0005558	biopsy
C3214465	hyaluronate_injectable_product
C0253563	eptifibatide
C1183009	C1183009
C1151067	C1151067
C2361876	C2361876
C0692671	amphotericin_b_100_mg_ml_oral_suspension
C3844126	can_do_very_little
C4057596	C4057596
C1315957	C1315957
C3555305	C3555305
C2698634	cdisc_send_biospecimens_terminology
C4080185	C4080185
C0334333	adrenal_cortical_adenoma__pigmented
C2979491	dextromethorphan
C0507520	C0507520
C0689323	leucovorin_calcium
C1384515	cornstarch
C2962417	chlorpheniramine_phenylephrine
C2920202	ampicillin
C1512851	interleukin_7_overexpression
C1873971	acetaminophen___chlorpheniramine___phenylpropanolamine
C1849048	toledo_type_brachyolmia
C2708770	C2708770
C0941592	C0941592
C0085217	lithium_carbonate
C0978311	magnesium_chloride
C1126225	epinephrine_0.01_mg_ml
C1519872	uterine_ligament_serous_adenocarcinoma
C2347758	C2347758
C3645251	influenza
C3169777	C3169777
C3163535	acetadryl_500_mg___25_mg_oral_tablet
C0483092	C0483092
C1336750	oncocytic_adenoma_of_the_thyroid_gland
C3554195	developmental_and_epileptic_encephalopathy_14
C0002066	alkaptonuria
C3833172	C3833172
C0880253	C0880253
C0925003	C0925003
C2360500	C2360500
C0936177	calcium_carbonate
C0921204	C0921204
C3500436	C3500436
C0798430	C0798430
C0797939	C0797939
C3654481	C3654481
C0521525	short_neck
C3651599	C3651599
C0693585	topiramate
C1413172	cyclin_d1_gene
C3654652	C3654652
C0543467	surgery
C0299856	alpha_pak
C0226077	structure_of_inferior_lingular_branch_of_left_pulmonary_artery
C1336901	uterine_corpus_adenofibroma
C0978611	metoprolol
C3892767	C3892767
C0038679	sulfadoxine
C3663743	C3663743
C2362538	thyroid_stimulating_hormone_producing_pituitary_tumour
C0979055	ethinyl_estradiol_35_mcg___norethindrone_1_mg_oral_tablet
C0087163	levocarnitine
C0873119	levobupivacaine_hydrochloride
C2707995	C2707995
C1336384	stage_ivb_oral_cavity_squamous_cell_carcinoma_ajcc_v6_and_v7
C0929795	C0929795
C0025601	methacrylates
C3496823	C3496823
C0004044	asphyxia
C1329270	claravis_40_mg_oral_capsule
C1315669	C1315669
C0804607	C0804607
C3535702	baclofen
C1336261	C1336261
C3665103	C3665103
C1977423	C1977423
C1333102	colon_enterochromaffin_cell_serotonin_producing_neuroendocrine_tumor
C1329978	amlodipine___atorvastatin
C1372895	C1372895
C2949273	benzalkonium_chloride_0.13___topical_gel
C0818475	structure_of_right_acromioclavicular_joint
C0019564	hippocampal_structure
C0923433	C0923433
C0975684	citalopram
C3255847	levant_cottonseed_oil
C0974995	bismuth_subsalicylate
C0265309	dyschondrosteosis
C1831517	C1831517
C0810170	procedure_on_urethra
C0007649	oxycellulose
C0062773	histone_acetylase
C0979218	oxygen_99.5___gas_for_inhalation
C1169800	concerta_27_mg_24hr_extended_release_oral_tablet
C1186003	C1186003
C1370446	plasma_cell_myeloma_recurrent
C3666324	topiramate
C4056239	C4056239
C0018042	golgi_complex
C0689452	megestrol
C1709350	osseous_component_present
C0487613	streptococcus_pneumoniae_danish_serotype_3_igg
C0688439	cyclosporine
C4069919	C4069919
C3159758	C3159758
C4033318	niacinamide_0.1___topical_gel
C0228755	cervical_branch_of_facial_nerve
C0738105	C0738105
C3264813	vital
C1180535	C1180535
C0818638	C0818638
C0205469	pa
C0969703	organic_anion_transporter
C1969054	muscle_glycogen_storage_disease_0
C3486777	pork_intestine_preparation
C1512591	il1r_signaling_pathway
C0041703	united_states
C0077404	troponin_t
C0006685	vdcc
C3857446	C3857446
C0369057	creatinine_renal_clearance
C0736767	C0736767
C3692524	antara_90_mg_oral_capsule
C0948163	leukoaraioses
C2360230	C2360230
C4051679	C4051679
C3699928	C3699928
C1245454	chlorpheniramine___phenylephrine_oral_tablet
C0485501	C0485501
C0881516	C0881516
C0014132	endocrine_neoplasm
C1334184	infratentorial_glioblastoma
C1266194	hodgkin_lymphoma__lymphocyte_rich
C3541925	C3541925
C2757006	C2757006
C0800652	C0800652
C0015809	femoral_vein
C4056184	C4056184
C1876259	ascomp_with_codeine_50_mg___325_mg___40_mg___30_mg_oral_capsule
C0037772	spastic_paraplegia
C1512120	egf_signaling_pathway
C3538204	C3538204
C1715488	C1715488
C0002938	aneuploidy
C1953852	C1953852
C2706905	C2706905
C3282503	C3282503
C3654662	C3654662
C2722195	morphine_sulfate_100_mg
C0549842	C0549842
C0774481	glycopyrrolate_0.2_mg_ml_injectable_solution
C1164736	valsartan
C0016053	fibromyalgia
C1976864	C1976864
C0778281	magnesium_sulfate
C0226776	structure_of_obturator_vein
C4080364	C4080364
C1644655	C1644655
C0978885	nafcillin_50_mg_ml_oral_suspension
C3212249	guaiacolsulfonate___hydrocodone_oral_product
C3486840	purple_passion_flower_extract
C1371279	C1371279
C0981703	quinidine
C0424731	single_transverse_palmar_crease
C0223704	structure_of_distal_epiphysis_of_radius
C4046511	C4046511
C2736455	C2736455
C2981371	stage_ib_esophageal_adenocarcinoma_ajcc_v7
C0001629	adrenal_medulla
C0030511	parasympatholytic
C0226797	structure_of_palmar_digital_vein_of_finger
C2973143	C2973143
C1861848	paragangliomas_4
C4020390	urea
C1519853	uterine_corpus_bizarre_leiomyoma
C2598585	C2598585
C3639148	cdisc_questionnaire_bpi_test_name_terminology
C0934151	C0934151
C0925546	C0925546
C3870269	C3870269
C2599313	C2599313
C3533568	C3533568
C3668625	C3668625
C3496880	C3496880
C3504662	C3504662
C1185870	C1185870
C1516864	endometrial_transitional_cell_carcinoma
C4050652	C4050652
C0154725	C0154725
C1524450	C1524450
C0734814	C0734814
C1445818	acetaminophen___aspirin___caffeine
C3700799	C3700799
C0596577	flavonoid
C0854802	chronic_lymphoid_leukemia_in_relapse
C3207870	clonidine_pill
C3218198	ergocalciferol_oral_product
C3505802	C3505802
C4017976	C4017976
C4033303	C4033303
C0994388	minerals_multivitamins
C3474781	C3474781
C3223968	genotropin_injectable_product
C0439568	post_dose
C1334408	localized_peripheral_primitive_neuroectodermal_tumor
C0798518	C0798518
C0229328	structure_of_superior_auricular_ligament
C0007805	cerebroside
C0819863	C0819863
C3258923	C3258923
C0980158	sibutramine_hcl_5_mg_oral_capsule
C4074130	C4074130
C0224444	vastus_lateralis
C0880060	C0880060
C1276909	quetiapine_150_mg_oral_tablet
C0153633	brain_cancer
C0486771	epstein_barr_virus_early_igg
C4021614	C4021614
C1714255	C1714255
C1247953	simethicone_oral_suspension
C1954246	C1954246
C3695642	C3695642
C0991827	C0991827
C3211725	monofluorophosphate_paste_product
C3488305	C3488305
C3489016	sus_scrofa_peyer_s_patch_preparation
C2734339	C2734339
C0456695	_12h
C0689569	methylphenidate
C1515282	testicular_fibroma
C1866636	cmt4c
C3667537	C3667537
C0979922	quinapril
C0978965	niacin_400_mg_extended_release_oral_capsule
C0977188	glyburide
C3699061	C3699061
C3641108	unused_subset_concept
C1252982	hydrocortisone___neomycin___polymyxin_b_otic_solution
C1442880	C1442880
C3654726	C3654726
C0880154	C0880154
C0541315	everolimus
C4055495	acute_myeloid_leukemia_with_t_3_3___q21.3_q26.2___gata2__mecom
C0804531	C0804531
C0033770	obrinsky_syndrome
C0006736	calculus
C0029207	corti_organ
C4049857	lidocaine_injection
C2741294	loblolly_pine_pollen_extract
C1514207	polymorphic_cellular_infiltrate
C0817329	C0817329
C3848445	C3848445
C0820999	C0820999
C0796135	rens1
C1182638	C1182638
C3263040	C3263040
C3700818	C3700818
C0069197	o_6_agt
C0017980	renal_glycosuria
C1854336	paragangliomas_3
C1612894	capryloyl_glycine
C0284080	rora_protein__human
C0039273	pes_cavus
C3818272	C3818272
C0006938	captopril
C0974954	bethanechol
C2970575	C2970575
C1442057	C1442057
C3260429	C3260429
C0225595	structure_of_tracheal_muscle
C3644878	C3644878
C0229798	structure_of_midcolic_lymph_node
C0815976	C0815976
C0748214	pyriform_fossa_squamous_cell_carcinoma
C1704273	endometrial_adenoma
C0501920	C0501920
C0798762	C0798762
C0015120	etidocaine
C0459956	bone_structure_of_t11
C0279584	b_cell_pediatric_acute_lymphocytic_leukemia
C1271025	paroxetine_oral_product
C0074912	sorbitan_monolaurate
C0677728	indolent_adult_non_hodgkin_lymphoma
C0922622	C0922622
C3699766	C3699766
C0482322	C0482322
C1507529	C1507529
C1513340	mitochondria_in_apoptotic_signaling_pathway
C0982905	thyroid_195_mg_oral_tablet
C3487732	C3487732
C3537010	lidocaine
C0077072	triclocarban
C1537910	mirlet7a1_gene
C0980588	theophylline
C0994950	24_hr_tiamate_120_mg_extended_release_oral_tablet
C0482644	C0482644
C0981305	baza_protect_1_____12___topical_cream
C3644699	C3644699
C0975069	butabarbital_hyoscyamine_phenazopyridine
C3536965	sulfate
C0876769	fe_co_5
C0500594	C0500594
C3810200	C3810200
C0021641	insulin
C3654905	C3654905
C3481733	C3481733
C0000102	naphthalidine
C0242184	hypoxia
C2973210	C2973210
C1368041	pancreatic_somatostatinoma
C3282358	C3282358
C0032613	polythiazide
C0282303	phenobarbital_sodium
C0027853	neurological_examination
C1358617	pilocarpine
C3484426	C3484426
C0229753	structure_of_subcarinal_lymph_node
C2920083	codeine
C2923109	C2923109
C0230840	inner_mitochondrial_membrane
C2360244	C2360244
C3484500	C3484500
C0980197	nebu_sol_0.154_meq_ml_inhalation_solution
C3654022	C3654022
C4048675	haloperidol
C1366370	f8_gene
C2749939	C2749939
C0979275	papaverine_300_mg_oral_tablet
C3154839	C3154839
C0066529	milnacipran_hydrochloride
C0738595	C0738595
C0037511	msg
C3668523	C3668523
C0822227	C0822227
C0981607	nitroglycerin_5_mg_sustained_release_buccal_tablet
C4033257	C4033257
C1507453	C1507453
C0716180	allegra_d_60_mg__120_mg_12hr_extended_release_oral_tablet
C3255485	C3255485
C3892676	C3892676
C0019006	hemodialysis_sol
C0507525	C0507525
C2981719	C2981719
C0550309	C0550309
C2954460	triclosan_0.15___topical_lotion
C0833594	C0833594
C0925293	C0925293
C1815886	ketorolac_tromethamine
C0074732	sodium_carbonate
C1630174	C1630174
C0781901	triamcinolone_diacetate_0.8_mg_ml_oral_solution
C0041469	typhoid_vaccine
C4056214	C4056214
C0368401	C0368401
C3655149	C3655149
C1515866	prostate_acinar_adenocarcinoma__pseudohyperplastic_variant
C4037230	C4037230
C0714221	tarka_4_240_24_hr_extended_release_oral_tablet
C1134681	endothelin_antagonist
C1861303	blau_syndrome
C0979098	octreotide
C1708580	jak1_wt_allele
C3833178	C3833178
C0750572	estimated
C0229033	structure_of_gastric_plexus
C3668966	C3668966
C0225175	structure_of_interosseous_intercuneiform_ligaments
C0223090	structure_of_arch_of_cervical_vertebra
C3473166	C3473166
C1705914	repeat_object
C0019558	hip_joint
C1336746	malignant_carcinoid_tumor_of_thymus
C2734615	C2734615
C3692966	C3692966
C0945747	C0945747
C0976781	synthetic_conjugated_estrogens__a_0.625_mg_oral_tablet
C0980399	sulfamethoxazole_trimethoprim
C3272822	colorectal_lymphoma
C0028621	nucleoside
C0459947	bone_structure_of_t7
C4080728	C4080728
C1525546	C1525546
C0225899	structure_of_myocardium_of_left_ventricle
C1588339	fazaclo
C0005220	lactases
C0282211	isoproterenol_sulfate
C1846010	uruguay_faciocardiomusculoskeletal_syndrome
C3486011	ethylhexyl_methoxycrylene
C3644462	C3644462
C3495462	backaid__apap_500_mg___pamabrom_25_mg__oral_tablet
C0752120	sca1
C3215503	vitamin_b12_injectable_product
C1513894	national_health_interview_survey
C0500798	C0500798
C0987999	naproxen_500_mg
C1616721	docusate_oral_capsule
C0039538	teratoma
C0810079	C0810079
C1706385	device_evaluation_method
C1591735	paroxetine
C0945293	C0945293
C0994489	belladonna_alkaloids_0.27_mg_ml_topical_solution
C0806361	C0806361
C2973071	C2973071
C0976747	climara_0.05_mg_day_weekly_transdermal_system
C0230540	perinuclear_cisterna
C1439706	C1439706
C0691162	attapulgite_40_mg_ml_oral_suspension
C1517323	fruit_or_vegetable
C3176015	C3176015
C0015525	factor_12
C0978016	ivermectin
C0941802	C0941802
C3893652	C3893652
C2599140	C2599140
C1527298	bacillary_dysentery
C0504535	C0504535
C1705505	pla2g4a_wt_allele
C1180542	C1180542
C0165631	adapalene
C0829130	C0829130
C0807775	rickettsia_typhi_antibody
C2347747	adult_classic_hodgkin_lymphoma
C1184827	C1184827
C1275277	soft_tissue_chondroma
C3219407	esomeprazole_oral_product
C3654612	C3654612
C0007569	celiac_artery
C0483719	C0483719
C4033391	C4033391
C1876187	morbus_teutschlaender
C0041177	tropane
C3848392	C3848392
C4050648	C4050648
C4033290	C4033290
C1257832	taxoid
C2726177	lime_allergenic_extract
C0013714	egta
C0004903	beckwith_wiedemann_syndrome
C0457259	pulmonary_artery_zones
C1371311	C1371311
C1995013	C1995013
C0795633	protophan
C3833995	C3833995
C0923809	C0923809
C0021184	indans
C0229582	structure_of_left_lobe_of_thyroid_gland
C0874161	oseltamivir
C3282359	C3282359
C3496815	C3496815
C0928964	C0928964
C3485348	C3485348
C3174692	C3174692
C3654985	C3654985
C0002892	addison_anemia
C0224161	structure_of_infrahyoid_muscle
C0688955	gentamicin
C1517384	gain_of_chromosome_12q
C0007745	ceramide
C2969794	C2969794
C0016595	formycins
C0226159	structure_of_cavernous_portion_of_internal_carotid_artery
C3654630	C3654630
C3654430	C3654430
C0151970	oesophageal_ulcer
C0810225	C0810225
C3259236	C3259236
C0797676	C0797676
C0738946	C0738946
C0025719	methylamines
C1114340	C1114340
C0226260	structure_of_thyroidea_ima_artery
C4080359	C4080359
C1653597	menthol_5___medicated_pad
C0731939	scopolamine
C0502421	C0502421
C1184146	C1184146
C0927121	C0927121
C2756991	C2756991
C0974202	aluminum_hydroxide
C0027523	nebraska
C1876177	C1876177
C0011167	deglutition
C0938876	naprelan_375_mg_24hr_extended_release_oral_tablet
C0690286	reserpine_0.25_mg_oral_tablet
C0020663	hypothalamus
C0669365	nos3_protein__human
C1525764	C1525764
C0770863	chlorcyclizine_hydrochloride
C2916799	C2916799
C0206495	p2_purinoceptor
C1515445	8q
C0457109	cardiac_border
C1185736	C1185736
C0700499	thioridazine_hcl
C3808899	C3808899
C2324504	C2324504
C4051300	C4051300
C3644450	C3644450
C0162795	u1_snrnp
C0979380	pentoxifylline
C0926404	C0926404
C0822034	C0822034
C2718211	C2718211
C3249723	C3249723
C2702090	norepinephrine
C1516672	clonal_immunoglobulin_gene_rearrangement
C0226685	structure_of_lingular_branch_of_superior_left_pulmonary_vein
C3207481	benzoyl_peroxide_medicated_pad_or_tape
C0016790	fucosyltransferase
C3485573	picea_mariana_resin
C0690836	torsemide
C3486678	robinia_pseudoacacia_bark_extract
C2940104	oxycodone_hydrochloride_10_mg
C0543447	acebutolol_hydrochloride
C1682654	amlodipine_atorvastatin
C1182974	C1182974
C2678503	rieger_syndrome__type_3
C0220662	amcd1
C0225704	basal_segment_of_lung
C0459712	joint_structure_of_spine
C1704794	il12a_wt_allele
C1877557	amino_acids_dextrose
C0977846	C0977846
C0032601	polysorbate_80
C0692256	fluocinolone_acetonide_0.2___topical_cream
C3654581	C3654581
C2961047	C2961047
C0982552	C0982552
C1336942	vaginal_rhabdomyoma
C3669004	C3669004
C0835778	C0835778
C1948510	zoledronic
C1180570	C1180570
C0051209	alloin
C2984297	vasopressin_regulated_water_reabsorption_pathway
C1524886	C1524886
C3553645	C3553645
C3194842	chlorpheniramine_dextromethorphan_pseudoephedrine
C1316955	C1316955
C0735078	C0735078
C1709556	pituitary_tumor_transforming_gene_overexpression
C0820539	C0820539
C0926609	C0926609
C0281603	alvocidib
C0030304	pancreatin
C0228046	vas_deferens_lumen_structure
C1183687	C1183687
C0692514	hydroquinone_2___topical_gel
C1336323	stage_ii_supradiaphragmatic_lymphocyte_depleted_classical_hodgkin_lymphoma
C3654918	C3654918
C0369951	rotavirus_antibody
C2706839	C2706839
C1267092	smooth_muscle
C1185599	C1185599
C0056732	cyclobenzaprine
C1151698	C1151698
C2735870	C2735870
C1579410	nucleoside_analog
C1246232	ferrous_sulfate_oral_solution
C1954232	C1954232
C0162344	isocyanate
C1842464	8q22.1_microdeletion_syndrome
C0687120	nephronophthisis
C0699791	carcinoma_of_stomach
C2344625	ropinirole
C0506201	C0506201
C1873979	acetaminophen___dextromethorphan___guaifenesin___phenylephrine
C1113872	C1113872
C3175897	C3175897
C0974289	amlodipine_benazepril
C2700793	gavilyte_c_powder_for_oral_solution
C0974166	alprostadil
C1948427	risedronate_sodium_75_mg_oral_tablet
C0975615	C0975615
C1332315	apocrine_carcinoma_in_situ_of_breast
C2736236	C2736236
C3892735	C3892735
C0799244	C0799244
C2984421	il27_mediated_signaling_pathway
C3818362	C3818362
C0363528	C0363528
C1323100	tocopherol_dl_alpha
C0073240	ribonuclease_iii
C0282052	ampicillin_sodium
C0035436	rheumatic_fever
C4019816	C4019816
C3146255	stage_iv_rectal_cancer_ajcc_v7
C0687939	atenolol
C1134719	carcinoma__ductal__breast
C0005098	benztropine
C1285478	structure_of_surface_of_kidney
C0033713	proto_oncogene
C0734069	C0734069
C0484550	C0484550
C1266163	intraosseous_well_differentiated_osteosarcoma
C0835192	C0835192
C1520113	wnt_pathway
C2741606	pramipexole
C1544400	C1544400
C0282609	bone_marrow_neopl
C0934770	C0934770
